Time [s]	Epidermis	Dermis	Fat
58.04	303.97	306.93	310.15
58.14	303.97	306.92	310.15
58.24	303.96	306.91	310.15
58.34	303.95	306.91	310.15
58.44	303.94	306.9	310.15
58.54	303.93	306.89	310.15
58.64	303.93	306.88	310.15
58.74	303.92	306.88	310.15
58.84	303.91	306.87	310.15
58.94	303.9	306.86	310.15
59.04	303.89	306.85	310.15
59.14	303.89	306.85	310.15
59.24	303.88	306.84	310.15
59.34	303.87	306.83	310.15
59.44	303.86	306.83	310.15
59.54	303.86	306.82	310.15
59.64	303.85	306.81	310.15
59.74	303.84	306.8	310.15
59.84	303.83	306.8	310.15
59.94	303.82	306.79	310.15
60.04	303.82	306.78	310.15
60.14	303.81	306.77	310.15
60.24	303.8	306.77	310.15
60.34	303.79	306.76	310.15
60.44	303.78	306.75	310.15
60.54	303.78	306.75	310.15
60.64	303.77	306.74	310.15
60.74	303.76	306.73	310.15
60.84	303.75	306.72	310.15
60.94	303.75	306.72	310.15
61.04	303.74	306.71	310.15
61.14	303.73	306.7	310.15
61.24	303.72	306.7	310.15
61.34	303.71	306.69	310.15
61.44	303.71	306.68	310.15
61.54	303.7	306.67	310.15
61.64	303.69	306.67	310.15
61.74	303.68	306.66	310.15
61.84	303.68	306.65	310.15
61.94	303.67	306.65	310.15
62.04	303.66	306.64	310.15
62.14	303.65	306.63	310.15
62.24	303.65	306.62	310.15
62.34	303.64	306.62	310.15
62.44	303.63	306.61	310.15
62.54	303.62	306.6	310.15
62.64	303.61	306.6	310.15
62.74	303.61	306.59	310.15
62.84	303.6	306.58	310.15
62.94	303.59	306.57	310.15
63.04	303.58	306.57	310.15
63.14	303.58	306.56	310.15
63.24	303.57	306.55	310.15
63.34	303.56	306.55	310.15
63.44	303.55	306.54	310.15
63.54	303.55	306.53	310.15
63.64	303.54	306.52	310.15
63.74	303.53	306.52	310.15
63.84	303.52	306.51	310.15
63.94	303.52	306.5	310.15
64.04	303.51	306.5	310.15
64.14	303.5	306.49	310.15
64.24	303.49	306.48	310.15
64.34	303.49	306.47	310.15
64.44	303.48	306.47	310.15
64.54	303.47	306.46	310.15
64.64	303.46	306.45	310.15
64.74	303.46	306.45	310.15
64.84	303.45	306.44	310.15
64.94	303.44	306.43	310.15
65.04	303.43	306.42	310.15
65.14	303.43	306.42	310.15
65.24	303.42	306.41	310.15
65.34	303.41	306.4	310.15
65.44	303.4	306.4	310.15
65.54	303.4	306.39	310.15
65.64	303.39	306.38	310.15
65.74	303.38	306.38	310.15
65.84	303.37	306.37	310.15
65.94	303.37	306.36	310.15
66.04	303.36	306.35	310.15
66.14	303.35	306.35	310.15
66.24	303.34	306.34	310.15
66.34	303.34	306.33	310.15
66.44	303.33	306.33	310.15
66.54	303.32	306.32	310.15
66.64	303.31	306.31	310.15
66.74	303.31	306.31	310.15
66.84	303.3	306.3	310.15
66.94	303.29	306.29	310.15
67.04	303.28	306.28	310.15
67.14	303.28	306.28	310.15
67.24	303.27	306.27	310.15
67.34	303.26	306.26	310.15
67.44	303.25	306.26	310.15
67.54	303.25	306.25	310.15
67.64	303.24	306.24	310.15
67.74	303.23	306.24	310.15
67.84	303.22	306.23	310.15
67.94	303.22	306.22	310.15
68.04	303.21	306.21	310.15
68.14	303.2	306.21	310.15
68.24	303.19	306.2	310.15
68.34	303.19	306.19	310.15
68.44	303.18	306.19	310.15
68.54	303.17	306.18	310.15
68.64	303.17	306.17	310.15
68.74	303.16	306.17	310.15
68.84	303.15	306.16	310.15
68.94	303.14	306.15	310.15
69.04	303.14	306.15	310.15
69.14	303.13	306.14	310.15
69.24	303.12	306.13	310.15
69.34	303.11	306.12	310.15
69.44	303.11	306.12	310.15
69.54	303.1	306.11	310.15
69.64	303.09	306.1	310.15
69.74	303.09	306.1	310.15
69.84	303.08	306.09	310.15
69.94	303.07	306.08	310.15
70.04	303.06	306.08	310.15
70.14	303.06	306.07	310.15
70.24	303.05	306.06	310.15
70.34	303.04	306.06	310.15
70.44	303.03	306.05	310.15
70.54	303.03	306.04	310.15
70.64	303.02	306.03	310.15
70.74	303.01	306.03	310.15
70.84	303.01	306.02	310.15
70.94	303	306.01	310.15
71.04	302.99	306.01	310.15
71.14	302.98	306	310.15
71.24	302.98	305.99	310.15
71.34	302.97	305.99	310.15
71.44	302.96	305.98	310.15
71.54	302.96	305.97	310.15
71.64	302.95	305.97	310.15
71.74	302.94	305.96	310.15
71.84	302.93	305.95	310.15
71.94	302.93	305.95	310.15
72.04	302.92	305.94	310.15
72.14	302.91	305.93	310.15
72.24	302.91	305.93	310.15
72.34	302.9	305.92	310.15
72.44	302.89	305.91	310.15
72.54	302.88	305.91	310.15
72.64	302.88	305.9	310.15
72.74	302.87	305.89	310.15
72.84	302.86	305.88	310.15
72.94	302.86	305.88	310.15
